date,crop_type,region,price
2022-03-12,corn,central,218.4612115200271
2022-03-12,soybeans,north,563.4084571641105
2022-03-12,soybeans,south,476.55460934858536
2022-03-12,soybeans,east,529.8812532488171
2022-03-12,soybeans,west,566.5946616408185
2022-03-12,soybeans,central,685.2832668017913
2022-03-12,potatoes,north,177.49805116607467
2022-03-12,potatoes,south,173.84641445263668
2022-03-12,potatoes,east,200.08131145017896
2022-03-12,potatoes,west,181.20759099380388
2022-03-12,potatoes,central,183.62156207299313
2022-03-13,wheat,north,328.6135476460431
2022-03-13,wheat,south,299.2027761590551
2022-03-13,wheat,east,351.5146223525313
2022-03-13,wheat,west,404.97160143830206
2022-03-13,wheat,central,394.3810278977443
2022-03-13,rice,north,486.78172650599464
2022-03-13,rice,south,425.3760980136155
2022-03-13,rice,east,385.9127791320767
2022-03-13,rice,west,419.18080759758874
2022-03-13,rice,central,466.67945103817107
2022-03-13,corn,north,217.61150873445268
2022-03-13,corn,south,251.25162602016795
2022-03-13,corn,east,194.3596175688486
2022-03-13,corn,west,225.42745944219465
2022-03-13,corn,central,210.8591867795521
2022-03-13,soybeans,north,627.5142915996987
2022-03-13,soybeans,south,601.8984600082224
2022-03-13,soybeans,east,523.4759821206661
2022-03-13,soybeans,west,619.6882473168561
2022-03-13,soybeans,central,478.27296202391506
2022-03-13,potatoes,north,140.67756210383155
2022-03-13,potatoes,south,156.11508544879888
2022-03-13,potatoes,east,137.31359889106847
2022-03-13,potatoes,west,169.34797874443674
2022-03-13,potatoes,central,169.89221395036742
2022-03-14,wheat,north,328.8969763136106
2022-03-14,wheat,south,361.2714408100549
2022-03-14,wheat,east,317.9998528133574
2022-03-14,wheat,west,298.3149000202248
2022-03-14,wheat,central,315.4686342279104
2022-03-14,rice,north,401.28447127119733
2022-03-14,rice,south,429.10224739728477
2022-03-14,rice,east,484.3051611911544
2022-03-14,rice,west,376.7839437387075
2022-03-14,rice,central,441.53744978610246
2022-03-14,corn,north,250.4163072780072
2022-03-14,corn,south,253.02367657879887
2022-03-14,corn,east,212.9452469558158
2022-03-14,corn,west,279.11087623769134
2022-03-14,corn,central,204.49910543428572
2022-03-14,soybeans,north,558.2760712692321
2022-03-14,soybeans,south,504.4672803024129
2022-03-14,soybeans,east,596.0727019150877
2022-03-14,soybeans,west,731.3711691579927
2022-03-14,soybeans,central,676.6675546387227
2022-03-14,potatoes,north,185.90585682255724
2022-03-14,potatoes,south,160.98646018574013
2022-03-14,potatoes,east,168.52042099005013
2022-03-14,potatoes,west,190.52766958284764
2022-03-14,potatoes,central,184.24521700332943
2022-03-15,wheat,north,345.8748871203175
2022-03-15,wheat,south,347.89859660676154
2022-03-15,wheat,east,379.24433231768614
2022-03-15,wheat,west,387.74049459926647
2022-03-15,wheat,central,291.5506705186888
2022-03-15,rice,north,467.75784073522425
2022-03-15,rice,south,483.8182350340782
2022-03-15,rice,east,433.03464280760824
2022-03-15,rice,west,515.8731836115916
2022-03-15,rice,central,444.1778986987083
2022-03-15,corn,north,258.57164100770865
2022-03-15,corn,south,220.26353242801665
2022-03-15,corn,east,234.61860749594746
2022-03-15,corn,west,234.1129143921248
2022-03-15,corn,central,266.7091634783307
2022-03-15,soybeans,north,614.0817174391137
2022-03-15,soybeans,south,545.5532241409022
2022-03-15,soybeans,east,556.1523362548243
2022-03-15,soybeans,west,555.9285301464723
2022-03-15,soybeans,central,572.7751420928288
2022-03-15,potatoes,north,155.3147888101123
2022-03-15,potatoes,south,170.12032288626304
2022-03-15,potatoes,east,194.9798562205295
2022-03-15,potatoes,west,194.2179052159366
2022-03-15,potatoes,central,144.67570350883295
2022-03-16,wheat,north,284.1020191885559
2022-03-16,wheat,south,322.89154978074265
2022-03-16,wheat,east,282.18292270517276
2022-03-16,wheat,west,299.8849568500336
2022-03-16,wheat,central,355.306115781384
2022-03-16,rice,north,455.93400286713563
2022-03-16,rice,south,378.9059800710043
2022-03-16,rice,east,511.2164269549099
2022-03-16,rice,west,438.3559918287668
2022-03-16,rice,central,433.9478816367315
2022-03-16,corn,north,252.09613605585076
2022-03-16,corn,south,238.23620408372338
2022-03-16,corn,east,227.8631629355479
2022-03-16,corn,west,217.51604402882427
2022-03-16,corn,central,241.86874774001774
2022-03-16,soybeans,north,547.324189346869
2022-03-16,soybeans,south,559.0201640316769
2022-03-16,soybeans,east,504.7792093926811
2022-03-16,soybeans,west,637.4488662575701
2022-03-16,soybeans,central,660.90636630256
2022-03-16,potatoes,north,175.26204645225698
2022-03-16,potatoes,south,163.28187936964096
2022-03-16,potatoes,east,187.68011566373033
2022-03-16,potatoes,west,181.72816638491858
2022-03-16,potatoes,central,164.00920636673953
2022-03-17,wheat,north,382.9952714339355
2022-03-17,wheat,south,328.87997429485546
2022-03-17,wheat,east,299.28518659037707
2022-03-17,wheat,west,341.1986195203225
2022-03-17,wheat,central,380.7009926174202
2022-03-17,rice,north,462.65061618150924
2022-03-17,rice,south,404.24424825163464
2022-03-17,rice,east,439.483540173592
2022-03-17,rice,west,512.7289720012383
2022-03-17,rice,central,470.48403583393974
2022-03-17,corn,north,228.53990474107
2022-03-17,corn,south,225.9861003150226
2022-03-17,corn,east,253.6983835283971
2022-03-17,corn,west,252.20526725886702
2022-03-17,corn,central,196.88910860693204
2022-03-17,soybeans,north,626.2348492943046
2022-03-17,soybeans,south,601.9921114855534
2022-03-17,soybeans,east,663.6178622484175
2022-03-17,soybeans,west,568.4731976431422
2022-03-17,soybeans,central,637.4146780193541
2022-03-17,potatoes,north,179.78209468064253
2022-03-17,potatoes,south,152.60027911975834
2022-03-17,potatoes,east,189.255785329281
2022-03-17,potatoes,west,185.62927125116002
2022-03-17,potatoes,central,160.56801760208552
2022-03-18,wheat,north,353.60203643005866
2022-03-18,wheat,south,416.0864521087402
2022-03-18,wheat,east,327.0531068473702
2022-03-18,wheat,west,368.6078686352469
2022-03-18,wheat,central,306.0270113644349
2022-03-18,rice,north,432.07206483260137
2022-03-18,rice,south,495.34416078284727
2022-03-18,rice,east,469.9650663536111
2022-03-18,rice,west,448.9830523654731
2022-03-18,rice,central,536.212880701086
2022-03-18,corn,north,207.9830145951524
2022-03-18,corn,south,225.75750579444048
2022-03-18,corn,east,240.3685203134235
2022-03-18,corn,west,209.13551160523778
2022-03-18,corn,central,240.76847993656602
2022-03-18,soybeans,north,634.3073456103535
2022-03-18,soybeans,south,566.1909074085081
2022-03-18,soybeans,east,533.5062295835841
2022-03-18,soybeans,west,554.8596353298698
2022-03-18,soybeans,central,419.3476855609169
2022-03-18,potatoes,north,189.11430280412662
2022-03-18,potatoes,south,176.3727996762764
2022-03-18,potatoes,east,168.79496773475321
2022-03-18,potatoes,west,143.18657511385956
2022-03-18,potatoes,central,190.88266595790842
2022-03-19,wheat,north,328.78843602546993
2022-03-19,wheat,south,363.26953337309226
2022-03-19,wheat,east,343.44278126212134
2022-03-19,wheat,west,288.30873814978986
2022-03-19,wheat,central,387.4514114979567
2022-03-19,rice,north,507.8932629557178
2022-03-19,rice,south,493.4728428951584
2022-03-19,rice,east,472.8800717371898
2022-03-19,rice,west,403.548089619544
2022-03-19,rice,central,498.28334057795956
2022-03-19,corn,north,279.76666167074865
2022-03-19,corn,south,231.88511300877184
2022-03-19,corn,east,232.33330187254074
2022-03-19,corn,west,203.9663239767184
2022-03-19,corn,central,181.7646834023916
2022-03-19,soybeans,north,552.4781443483045
2022-03-19,soybeans,south,657.9656448602195
2022-03-19,soybeans,east,650.0626396325033
2022-03-19,soybeans,west,569.3092634676212
2022-03-19,soybeans,central,597.7064174178302
2022-03-19,potatoes,north,150.9715187361036
2022-03-19,potatoes,south,173.82943160378798
2022-03-19,potatoes,east,162.90138371413184
2022-03-19,potatoes,west,172.85715174735458
2022-03-19,potatoes,central,167.19549355438338
2022-03-20,wheat,north,333.940871273335
2022-03-20,wheat,south,378.2796152190985
2022-03-20,wheat,east,411.56274153057734
2022-03-20,wheat,west,338.1738470333255
2022-03-20,wheat,central,392.804511109554
2022-03-20,rice,north,401.7239588281631
2022-03-20,rice,south,454.4401841879835
2022-03-20,rice,east,399.2182704589271
2022-03-20,rice,west,444.34368003139065
2022-03-20,rice,central,491.4979243892699
2022-03-20,corn,north,254.98969632332404
2022-03-20,corn,south,211.48110152811785
2022-03-20,corn,east,239.84053942125277
2022-03-20,corn,west,257.5435809972106
2022-03-20,corn,central,254.28090008254296
2022-03-20,soybeans,north,588.1856317674097
2022-03-20,soybeans,south,539.5584175453254
2022-03-20,soybeans,east,533.8450144842122
2022-03-20,soybeans,west,525.0262471007605
2022-03-20,soybeans,central,571.5262187582008
2022-03-20,potatoes,north,157.84318324972583
2022-03-20,potatoes,south,183.66397247129575
2022-03-20,potatoes,east,175.92901518216544
2022-03-20,potatoes,west,175.14950704895278
2022-03-20,potatoes,central,140.34511608940878
2022-03-21,wheat,north,345.1148611419756
2022-03-21,wheat,south,328.3578308136801
2022-03-21,wheat,east,418.7179582292299
2022-03-21,wheat,west,300.1082713563283
2022-03-21,wheat,central,337.0889236089284
2022-03-21,rice,north,476.4579510486377
2022-03-21,rice,south,414.2427005680715
2022-03-21,rice,east,547.3617367151559
2022-03-21,rice,west,548.3040644898255
2022-03-21,rice,central,419.4874568523544
2022-03-21,corn,north,215.8607945837119
2022-03-21,corn,south,278.69549613323284
2022-03-21,corn,east,261.4521744916038
2022-03-21,corn,west,220.96493257415182
2022-03-21,corn,central,239.33802219913062
2022-03-21,soybeans,north,494.0555258901556
2022-03-21,soybeans,south,699.6024496830165
2022-03-21,soybeans,east,577.7773092217601
2022-03-21,soybeans,west,607.1871033406884
2022-03-21,soybeans,central,519.9639389869222
2022-03-21,potatoes,north,152.52961386029102
2022-03-21,potatoes,south,179.84174714827927
2022-03-21,potatoes,east,205.05495423501978
2022-03-21,potatoes,west,162.77887525885666
2022-03-21,potatoes,central,155.2310508782884
2022-03-22,wheat,north,354.8070182908959
2022-03-22,wheat,south,400.67009432158414
2022-03-22,wheat,east,322.31462172217624
2022-03-22,wheat,west,335.697477267792
2022-03-22,wheat,central,373.1236231248425
2022-03-22,rice,north,502.4235621706746
2022-03-22,rice,south,446.0105137616046
2022-03-22,rice,east,509.4119953500726
2022-03-22,rice,west,483.34251474161016
2022-03-22,rice,central,459.81171257850264
2022-03-22,corn,north,250.24867702786548
2022-03-22,corn,south,247.08451039341523
2022-03-22,corn,east,205.5016897646173
2022-03-22,corn,west,263.58589634381497
2022-03-22,corn,central,237.46231401429557
2022-03-22,soybeans,north,652.7731333609679
2022-03-22,soybeans,south,576.8076412089637
2022-03-22,soybeans,east,588.0459611294252
2022-03-22,soybeans,west,596.7250701178716
2022-03-22,soybeans,central,605.2157041736928
2022-03-22,potatoes,north,198.45871482331785
2022-03-22,potatoes,south,180.1804800570389
2022-03-22,potatoes,east,171.6688253661149
2022-03-22,potatoes,west,189.52983933834614
2022-03-22,potatoes,central,179.56035211586197
2022-03-23,wheat,north,446.2283657500953
2022-03-23,wheat,south,354.4680534805108
2022-03-23,wheat,east,387.05969298209567
2022-03-23,wheat,west,374.81234391361545
2022-03-23,wheat,central,273.8259298084955
2022-03-23,rice,north,425.40463040875335
2022-03-23,rice,south,439.06079738341424
2022-03-23,rice,east,390.3708314304143
2022-03-23,rice,west,441.08914926402093
2022-03-23,rice,central,396.270515795679
2022-03-23,corn,north,204.1517843846026
2022-03-23,corn,south,235.16770564324202
2022-03-23,corn,east,273.6937928406916
2022-03-23,corn,west,198.3413448848002
2022-03-23,corn,central,201.71047099882819
2022-03-23,soybeans,north,543.4692391478922
2022-03-23,soybeans,south,565.6025045380868
2022-03-23,soybeans,east,485.5248396397258
2022-03-23,soybeans,west,533.9201526589586
2022-03-23,soybeans,central,528.6178879573032
2022-03-23,potatoes,north,177.69805707457562
2022-03-23,potatoes,south,179.54534277398182
2022-03-23,potatoes,east,169.58458217258658
2022-03-23,potatoes,west,165.7096758639082
2022-03-23,potatoes,central,159.99323517272776
2022-03-24,wheat,north,346.32406942689346
2022-03-24,wheat,south,310.91622445417175
2022-03-24,wheat,east,397.856577722948
2022-03-24,wheat,west,292.93721172518207
2022-03-24,wheat,central,321.93421497987526
2022-03-24,rice,north,499.2807728540214
2022-03-24,rice,south,441.0827129684814
2022-03-24,rice,east,490.26612734127474
2022-03-24,rice,west,538.2831393215378
2022-03-24,rice,central,497.66836112110263
2022-03-24,corn,north,202.08770022096942
2022-03-24,corn,south,203.1855861144752
2022-03-24,corn,east,225.39342538544972
2022-03-24,corn,west,239.87469304025467
2022-03-24,corn,central,257.40266440553177
2022-03-24,soybeans,north,529.1674702921288
2022-03-24,soybeans,south,546.3995657370389
2022-03-24,soybeans,east,559.8514816306551
2022-03-24,soybeans,west,558.6992237397036
2022-03-24,soybeans,central,660.1316058076868
2022-03-24,potatoes,north,170.4810271124853
2022-03-24,potatoes,south,174.91018120826797
2022-03-24,potatoes,east,187.97592129093567
2022-03-24,potatoes,west,199.68370599310097
2022-03-24,potatoes,central,171.66714944544512
2022-03-25,wheat,north,388.0480296111812
2022-03-25,wheat,south,407.6441189271002
2022-03-25,wheat,east,340.8471414153834
2022-03-25,wheat,west,325.2241997784297
2022-03-25,wheat,central,420.02727326732634
2022-03-25,rice,north,511.0507941821374
2022-03-25,rice,south,460.10732401926214
2022-03-25,rice,east,489.40123593901353
2022-03-25,rice,west,411.51319416155496
2022-03-25,rice,central,510.51482531823376
2022-03-25,corn,north,188.40796802572305
2022-03-25,corn,south,254.36645380779896
2022-03-25,corn,east,213.18415626443579
2022-03-25,corn,west,191.76604904599833
2022-03-25,corn,central,183.78174536909012
2022-03-25,soybeans,north,547.0656679961611
2022-03-25,soybeans,south,615.2642289802784
2022-03-25,soybeans,east,494.5789608311935
2022-03-25,soybeans,west,503.443316999784
2022-03-25,soybeans,central,546.0278175945714
2022-03-25,potatoes,north,186.24115701076087
2022-03-25,potatoes,south,188.39481404988808
2022-03-25,potatoes,east,174.73531406158446
2022-03-25,potatoes,west,189.27091689270506
2022-03-25,potatoes,central,184.17425169006503
2022-03-26,wheat,north,330.3645938734281
2022-03-26,wheat,south,376.09430864887366
2022-03-26,wheat,east,300.46909608291713
2022-03-26,wheat,west,361.51092845505514
2022-03-26,wheat,central,304.542648393695
2022-03-26,rice,north,466.2169451094452
2022-03-26,rice,south,515.6649134066055
2022-03-26,rice,east,469.45279429937636
2022-03-26,rice,west,459.0749388763407
2022-03-26,rice,central,470.0426633933494
2022-03-26,corn,north,245.07114957303557
2022-03-26,corn,south,278.87156664088457
2022-03-26,corn,east,244.82135520853132
2022-03-26,corn,west,218.27743588431605
2022-03-26,corn,central,225.03113863969057
2022-03-26,soybeans,north,522.7906405355076
2022-03-26,soybeans,south,503.3638899627939
2022-03-26,soybeans,east,434.80444970568607
2022-03-26,soybeans,west,548.0442404496804
2022-03-26,soybeans,central,493.87208463755655
2022-03-26,potatoes,north,174.04281017897458
2022-03-26,potatoes,south,163.588091562192
2022-03-26,potatoes,east,153.6587749829398
2022-03-26,potatoes,west,136.1118008094304
2022-03-26,potatoes,central,166.34835361896953
2022-03-27,wheat,north,284.39128718315976
2022-03-27,wheat,south,369.16597027095355
2022-03-27,wheat,east,353.6056399010672
2022-03-27,wheat,west,336.9959747059027
2022-03-27,wheat,central,394.8404930115293
2022-03-27,rice,north,460.2069187197655
2022-03-27,rice,south,477.5054654430923
2022-03-27,rice,east,491.36167129910433
2022-03-27,rice,west,435.9912079837757
2022-03-27,rice,central,436.24828351615594
2022-03-27,corn,north,230.8303416125035
2022-03-27,corn,south,198.92397926483693
2022-03-27,corn,east,270.91793072053946
2022-03-27,corn,west,233.57349881782136
2022-03-27,corn,central,225.2583752660536
2022-03-27,soybeans,north,694.5478927953906
2022-03-27,soybeans,south,511.39181621788555
2022-03-27,soybeans,east,662.9755735483619
2022-03-27,soybeans,west,621.4334252849677
2022-03-27,soybeans,central,638.8889307795565
2022-03-27,potatoes,north,169.38155402081216
2022-03-27,potatoes,south,173.37134123839405
2022-03-27,potatoes,east,166.48951988454508
2022-03-27,potatoes,west,189.58593183168645
2022-03-27,potatoes,central,179.16202104123258
2022-03-28,wheat,north,325.6186085804507
2022-03-28,wheat,south,327.20253103272086
2022-03-28,wheat,east,344.36875452195574
2022-03-28,wheat,west,333.4198449093259
2022-03-28,wheat,central,394.6034318155632
2022-03-28,rice,north,497.0044171840589
2022-03-28,rice,south,496.9077089262868
2022-03-28,rice,east,470.5959351074715
2022-03-28,rice,west,421.83349660639215
2022-03-28,rice,central,491.8492732167606
2022-03-28,corn,north,181.6783878159985
2022-03-28,corn,south,233.92162199183352
2022-03-28,corn,east,211.24753105989285
2022-03-28,corn,west,209.47719663773918
2022-03-28,corn,central,219.26678190453472
2022-03-28,soybeans,north,569.9746877822827
2022-03-28,soybeans,south,573.453444491116
2022-03-28,soybeans,east,620.2222124557038
2022-03-28,soybeans,west,564.8044867278396
2022-03-28,soybeans,central,568.9517357509917
2022-03-28,potatoes,north,148.37389108881408
2022-03-28,potatoes,south,150.6194829356162
2022-03-28,potatoes,east,177.39002508479675
2022-03-28,potatoes,west,183.3150456005882
2022-03-28,potatoes,central,167.94823977864607
2022-03-29,wheat,north,377.11007519581915
2022-03-29,wheat,south,296.36723509124016
2022-03-29,wheat,east,358.67637393485467
2022-03-29,wheat,west,315.54926357831494
2022-03-29,wheat,central,312.82526618199415
2022-03-29,rice,north,424.7271733890682
2022-03-29,rice,south,456.19166728550005
2022-03-29,rice,east,480.0912638943232
2022-03-29,rice,west,476.5997614264915
2022-03-29,rice,central,446.5466717018859
2022-03-29,corn,north,244.49224381407353
2022-03-29,corn,south,268.740197562017
2022-03-29,corn,east,227.20716548601177
2022-03-29,corn,west,232.13292048478442
2022-03-29,corn,central,215.8861444328021
2022-03-29,soybeans,north,552.3496398678539
2022-03-29,soybeans,south,646.6479758113179
2022-03-29,soybeans,east,647.2407346208427
2022-03-29,soybeans,west,563.323635934523
2022-03-29,soybeans,central,603.0663746063235
2022-03-29,potatoes,north,188.33944489494655
2022-03-29,potatoes,south,164.7639499325476
2022-03-29,potatoes,east,149.94247683484588
2022-03-29,potatoes,west,184.35294978337595
2022-03-29,potatoes,central,187.92432779876424
2022-03-30,wheat,north,370.8138403326409
2022-03-30,wheat,south,332.05937880736957
2022-03-30,wheat,east,397.50843514724215
2022-03-30,wheat,west,354.7724252932481
2022-03-30,wheat,central,305.3782834580133
2022-03-30,rice,north,386.54215982651334
2022-03-30,rice,south,446.2854040943888
2022-03-30,rice,east,470.29531942237423
2022-03-30,rice,west,446.71077199176324
2022-03-30,rice,central,551.6499001246419
2022-03-30,corn,north,239.26821249150726
2022-03-30,corn,south,207.597268954422
2022-03-30,corn,east,177.76474809102203
2022-03-30,corn,west,235.38229469510026
2022-03-30,corn,central,252.72121928680082
2022-03-30,soybeans,north,682.0998818057539
2022-03-30,soybeans,south,563.3062139806314
2022-03-30,soybeans,east,673.9490132667665
2022-03-30,soybeans,west,496.8130554413393
2022-03-30,soybeans,central,555.1709726525442
2022-03-30,potatoes,north,154.98648093873317
2022-03-30,potatoes,south,186.14552927859174
2022-03-30,potatoes,east,150.04173598562411
2022-03-30,potatoes,west,179.4126283346462
2022-03-30,potatoes,central,151.06366415136534
2022-03-31,wheat,north,405.63121501609567
2022-03-31,wheat,south,332.0781391723134
2022-03-31,wheat,east,358.02901064229906
2022-03-31,wheat,west,283.27879054277145
2022-03-31,wheat,central,293.4204633654767
2022-03-31,rice,north,424.41094671360213
2022-03-31,rice,south,499.10876263660174
2022-03-31,rice,east,490.30335701484114
2022-03-31,rice,west,509.91254073562857
2022-03-31,rice,central,390.54058925048884
2022-03-31,corn,north,241.65069862686806
2022-03-31,corn,south,217.11580214620972
2022-03-31,corn,east,211.40721654396503
2022-03-31,corn,west,217.6371918860076
2022-03-31,corn,central,227.3143766820454
2022-03-31,soybeans,north,612.991543838085
2022-03-31,soybeans,south,639.5419929955713
2022-03-31,soybeans,east,604.9433803243571
2022-03-31,soybeans,west,611.3946054742793
2022-03-31,soybeans,central,679.8048214146122
2022-03-31,potatoes,north,184.51893903991942
2022-03-31,potatoes,south,168.80625183156837
2022-03-31,potatoes,east,182.5185452898192
2022-03-31,potatoes,west,201.95079368003505
2022-03-31,potatoes,central,157.481523163301
2022-04-01,wheat,north,330.1322761829381
2022-04-01,wheat,south,395.028930212134
2022-04-01,wheat,east,334.9782797411276
2022-04-01,wheat,west,371.3675452327891
2022-04-01,wheat,central,389.47303993676275
2022-04-01,rice,north,402.2317721268004
2022-04-01,rice,south,441.2120269804194
2022-04-01,rice,east,515.4150845155382
2022-04-01,rice,west,454.18382785427497
2022-04-01,rice,central,367.14430191095914
2022-04-01,corn,north,218.27043157948088
2022-04-01,corn,south,248.27233658273488
2022-04-01,corn,east,259.3590280210301
2022-04-01,corn,west,231.16916264770353
2022-04-01,corn,central,241.12668574337965
2022-04-01,soybeans,north,553.7783738555186
2022-04-01,soybeans,south,626.9323350307374
2022-04-01,soybeans,east,656.947951037128
2022-04-01,soybeans,west,619.1707463918439
2022-04-01,soybeans,central,568.2047257626465
2022-04-01,potatoes,north,179.98819847451813
2022-04-01,potatoes,south,188.93018809302873
2022-04-01,potatoes,east,172.97764518279908
2022-04-01,potatoes,west,186.30890049333888
2022-04-01,potatoes,central,178.887613791432
2022-04-02,wheat,north,393.9635615330524
2022-04-02,wheat,south,369.15073585176486
2022-04-02,wheat,east,327.7962064254881
2022-04-02,wheat,west,393.45076624447466
2022-04-02,wheat,central,360.8679812345911
2022-04-02,rice,north,453.567216209502
2022-04-02,rice,south,397.71150670856133
2022-04-02,rice,east,470.6383145553727
2022-04-02,rice,west,544.3989711294711
2022-04-02,rice,central,334.44505683493236
2022-04-02,corn,north,168.1347701831277
2022-04-02,corn,south,247.64611302025244
2022-04-02,corn,east,235.42940382703762
2022-04-02,corn,west,245.46215711167326
2022-04-02,corn,central,217.89075501460098
2022-04-02,soybeans,north,451.8428913589065
2022-04-02,soybeans,south,527.1551318485483
2022-04-02,soybeans,east,664.693079151258
2022-04-02,soybeans,west,549.0276507416621
2022-04-02,soybeans,central,549.5256277438124
2022-04-02,potatoes,north,127.14146799236023
2022-04-02,potatoes,south,141.37118345712523
2022-04-02,potatoes,east,191.64830022088566
2022-04-02,potatoes,west,168.02303951892975
2022-04-02,potatoes,central,189.59617147906758
2022-04-03,wheat,north,318.97849316782975
2022-04-03,wheat,south,294.34409914504585
2022-04-03,wheat,east,335.97825182769753
2022-04-03,wheat,west,325.21386984037883
2022-04-03,wheat,central,316.2396725058905
2022-04-03,rice,north,422.8525421446229
2022-04-03,rice,south,453.7659914643405
2022-04-03,rice,east,437.36195813707656
2022-04-03,rice,west,417.09097172064605
2022-04-03,rice,central,542.9847250096831
2022-04-03,corn,north,240.51873064263714
2022-04-03,corn,south,233.63127604521154
2022-04-03,corn,east,228.4559347526218
2022-04-03,corn,west,245.2946197433307
2022-04-03,corn,central,242.21760349229228
2022-04-03,soybeans,north,515.498439176692
2022-04-03,soybeans,south,486.8656530108322
2022-04-03,soybeans,east,444.21384593915474
2022-04-03,soybeans,west,677.9959122122253
2022-04-03,soybeans,central,549.3621649277027
2022-04-03,potatoes,north,182.70221393396415
2022-04-03,potatoes,south,175.97514192467494
2022-04-03,potatoes,east,188.23049794920053
2022-04-03,potatoes,west,171.3765790613882
2022-04-03,potatoes,central,149.58368054954124
2022-04-04,wheat,north,309.1742853074842
2022-04-04,wheat,south,332.8501968470595
2022-04-04,wheat,east,290.26576127242345
2022-04-04,wheat,west,315.4795995778202
2022-04-04,wheat,central,303.59625707390035
2022-04-04,rice,north,444.81540099138164
2022-04-04,rice,south,437.11863602513216
2022-04-04,rice,east,465.4281404451402
2022-04-04,rice,west,499.23253729679493
2022-04-04,rice,central,448.77411517668486
2022-04-04,corn,north,195.41601454004925
2022-04-04,corn,south,182.8615159392619
2022-04-04,corn,east,233.69915555915082
2022-04-04,corn,west,214.66213887945852
2022-04-04,corn,central,226.34760839221607
2022-04-04,soybeans,north,593.8618262414776
2022-04-04,soybeans,south,657.8865311988163
2022-04-04,soybeans,east,474.44909594626927
2022-04-04,soybeans,west,516.7081720090852
2022-04-04,soybeans,central,570.0157229165728
2022-04-04,potatoes,north,152.80932827229492
2022-04-04,potatoes,south,146.79233152633142
2022-04-04,potatoes,east,195.06170223741987
2022-04-04,potatoes,west,154.4001761742128
2022-04-04,potatoes,central,149.8946485202597
2022-04-05,wheat,north,305.3058762447914
2022-04-05,wheat,south,382.36287939249667
2022-04-05,wheat,east,320.9221229687717
2022-04-05,wheat,west,297.1155054370128
2022-04-05,wheat,central,315.928561309016
2022-04-05,rice,north,457.65978119608815
2022-04-05,rice,south,500.88535095663957
2022-04-05,rice,east,497.02228498552495
2022-04-05,rice,west,424.10737518431284
2022-04-05,rice,central,435.44995731708167
2022-04-05,corn,north,278.29070855076503
2022-04-05,corn,south,252.8320374749188
2022-04-05,corn,east,224.1481436874399
2022-04-05,corn,west,177.16335000255373
2022-04-05,corn,central,219.38732268156963
2022-04-05,soybeans,north,498.5838972523297
2022-04-05,soybeans,south,525.2530835816261
2022-04-05,soybeans,east,519.3522870446807
2022-04-05,soybeans,west,561.5529294734957
2022-04-05,soybeans,central,578.8538752820831
2022-04-05,potatoes,north,159.83679507384036
2022-04-05,potatoes,south,150.41869009517634
2022-04-05,potatoes,east,169.36741030017717
2022-04-05,potatoes,west,163.8601623420981
2022-04-05,potatoes,central,139.72947763122895
2022-04-06,wheat,north,365.8017133021467
2022-04-06,wheat,south,319.7153791145832
2022-04-06,wheat,east,335.55759921736666
2022-04-06,wheat,west,337.26825619674565
2022-04-06,wheat,central,344.3171713545851
2022-04-06,rice,north,466.5145992177127
2022-04-06,rice,south,399.8141895240125
2022-04-06,rice,east,474.16176304002926
2022-04-06,rice,west,443.9762963543424
2022-04-06,rice,central,509.6621721911381
2022-04-06,corn,north,248.6361158293231
2022-04-06,corn,south,260.31005370857946
2022-04-06,corn,east,208.32676726902508
2022-04-06,corn,west,259.48016545747856
2022-04-06,corn,central,232.06253835487897
2022-04-06,soybeans,north,614.4179198229481
2022-04-06,soybeans,south,613.5094210711591
2022-04-06,soybeans,east,601.1335767046639
2022-04-06,soybeans,west,512.2038005570006
2022-04-06,soybeans,central,629.6426207648902
2022-04-06,potatoes,north,178.48863589018447
2022-04-06,potatoes,south,147.02517539376922
2022-04-06,potatoes,east,164.08497132998588
2022-04-06,potatoes,west,151.50828591721137
2022-04-06,potatoes,central,147.83347112030816
2022-04-07,wheat,north,374.2006300247617
2022-04-07,wheat,south,293.77393736931674
2022-04-07,wheat,east,299.23025690176655
2022-04-07,wheat,west,412.9848588012493
2022-04-07,wheat,central,329.33754402010504
2022-04-07,rice,north,489.93940093683887
2022-04-07,rice,south,511.4155350536701
2022-04-07,rice,east,495.2974074489965
2022-04-07,rice,west,466.5822767454591
2022-04-07,rice,central,457.993265398163
2022-04-07,corn,north,242.21021110902814
2022-04-07,corn,south,224.6892195790421
2022-04-07,corn,east,245.8253548159526
2022-04-07,corn,west,223.90090675527918
2022-04-07,corn,central,226.50796604377612
2022-04-07,soybeans,north,682.765025689239
2022-04-07,soybeans,south,547.0280942028473
2022-04-07,soybeans,east,575.7385718700523
2022-04-07,soybeans,west,599.3744490939897
2022-04-07,soybeans,central,603.0653581586247
2022-04-07,potatoes,north,177.43852088539137
2022-04-07,potatoes,south,150.83440982031735
2022-04-07,potatoes,east,175.18333301093858
2022-04-07,potatoes,west,176.57599432352237
2022-04-07,potatoes,central,192.04162973304383
2022-04-08,wheat,north,370.1779592260631
2022-04-08,wheat,south,386.26214978093645
2022-04-08,wheat,east,310.11641365458644
2022-04-08,wheat,west,310.3640782370021
2022-04-08,wheat,central,356.006040945847
2022-04-08,rice,north,511.66076835447825
