date,crop_type,region,yield,demand
2022-02-25,potatoes,north,19.91027595037689,11631.655231259154
2022-02-25,potatoes,south,21.139272098193356,24345.608664119707
2022-02-25,potatoes,east,20.948100492374635,30306.32780370665
2022-02-25,potatoes,west,23.76854697255428,39965.26496351774
2022-02-25,potatoes,central,23.44738078607399,20602.762674983554
2022-02-26,wheat,north,3.2461878865615654,3724.7695875175336
2022-02-26,wheat,south,3.5605667363643434,4169.167669026514
2022-02-26,wheat,east,3.3074352847436184,3501.3982376822587
2022-02-26,wheat,west,3.403658337829358,3302.7277498235826
2022-02-26,wheat,central,4.084193456234242,4618.375806096821
2022-02-26,rice,north,5.290253069971629,1271.3862820945055
2022-02-26,rice,south,4.058690106264778,4889.182713595456
2022-02-26,rice,east,5.052001405323088,5243.236689309381
2022-02-26,rice,west,5.04344784148351,4706.835680101327
2022-02-26,rice,central,4.129278968235969,6664.898472934588
2022-02-26,corn,north,6.939475225039107,5534.368854459171
2022-02-26,corn,south,7.400761466082135,6505.840691749508
2022-02-26,corn,east,5.694255155897677,9096.378953694983
2022-02-26,corn,west,5.825774984056714,4371.55440355795
2022-02-26,corn,central,7.067045030837028,5900.738187837776
2022-02-26,soybeans,north,3.3541111377390767,3206.1692546610116
2022-02-26,soybeans,south,3.445537677174455,4314.57237757759
2022-02-26,soybeans,east,3.376673445487418,3587.1778080331087
2022-02-26,soybeans,west,3.3930355671304513,2077.2584337718595
2022-02-26,soybeans,central,2.832301973332023,2380.1233518849012
2022-02-26,potatoes,north,25.767517804392753,21072.512952980996
2022-02-26,potatoes,south,26.052714028957727,25449.16868649376
2022-02-26,potatoes,east,22.789635877955362,25701.0824542884
2022-02-26,potatoes,west,23.223273900391803,26136.90594510383
2022-02-26,potatoes,central,19.753422867578738,9228.729508926237
2022-02-27,wheat,north,3.684584990971657,4860.639289185545
2022-02-27,wheat,south,3.7048411967700345,3985.5594364707217
2022-02-27,wheat,east,3.4825770034676085,4929.098844321947
2022-02-27,wheat,west,3.8983861790664838,4417.883165028806
2022-02-27,wheat,central,3.3872979859307963,4506.450696910105
2022-02-27,rice,north,4.936306545523939,5627.209747932369
2022-02-27,rice,south,4.19605710017684,5890.709143003483
2022-02-27,rice,east,4.661489994436514,5391.829828752008
2022-02-27,rice,west,4.591027789482939,4456.168304252907
2022-02-27,rice,central,4.7777697322201895,8034.920679959397
2022-02-27,corn,north,6.187271010186539,7837.485094285152
2022-02-27,corn,south,6.340213307365112,7431.511911288714
2022-02-27,corn,east,6.955389140676718,4292.230976980176
2022-02-27,corn,west,6.144073189474917,3769.4363017987084
2022-02-27,corn,central,5.392505829886953,5866.046813071388
2022-02-27,soybeans,north,3.8429908165291318,4010.761804519232
2022-02-27,soybeans,south,3.7225848897934624,3036.747875499114
2022-02-27,soybeans,east,2.8480799633661804,2968.5389639500945
2022-02-27,soybeans,west,3.4963322328574984,5162.642493208763
2022-02-27,soybeans,central,3.106236019817998,3754.2612842336102
2022-02-27,potatoes,north,23.978044934342698,15770.298939147133
2022-02-27,potatoes,south,24.049853967857107,23245.322665182663
2022-02-27,potatoes,east,22.81483901735719,17305.28481485127
2022-02-27,potatoes,west,21.531403153686608,19027.086192833613
2022-02-27,potatoes,central,21.749198910536094,19050.456095248228
2022-02-28,wheat,north,3.188316947338426,2731.45129558712
2022-02-28,wheat,south,3.217929788667399,2006.248537982402
2022-02-28,wheat,east,3.4863114123578978,3352.7982204525642
2022-02-28,wheat,west,3.258666353852619,2710.616380680472
2022-02-28,wheat,central,3.749283044795557,454.2833535883393
2022-02-28,rice,north,5.375863111525439,8686.812084179095
2022-02-28,rice,south,4.408397243993029,5848.315986890635
2022-02-28,rice,east,4.791891476343659,4250.933805450651
2022-02-28,rice,west,4.913698993112576,4941.440336841091
2022-02-28,rice,central,4.9007438293550925,3178.1504855290095
2022-02-28,corn,north,6.48367448736946,9782.029035522768
2022-02-28,corn,south,6.912699994175028,10847.316258966957
2022-02-28,corn,east,6.745116298914162,7062.191525014141
2022-02-28,corn,west,5.638387933596406,7369.706783748647
2022-02-28,corn,central,6.99408324075389,7361.8743376141365
2022-02-28,soybeans,north,3.5665649611353465,2136.309527249398
2022-02-28,soybeans,south,3.025852861770253,2652.017785913488
2022-02-28,soybeans,east,3.288325617555564,3418.4722513980378
2022-02-28,soybeans,west,3.4997491500472346,3022.5082523487513
2022-02-28,soybeans,central,3.207328507936393,2996.9406409150583
2022-02-28,potatoes,north,25.909958495172294,25199.510872710813
2022-02-28,potatoes,south,28.930557054596576,28228.599055500537
2022-02-28,potatoes,east,21.5601185551461,21898.128330337717
2022-02-28,potatoes,west,20.167725036633794,13750.727631169582
2022-02-28,potatoes,central,24.110181651427432,18923.964770682975
2022-03-01,wheat,north,3.768906238886057,2316.4629428746134
2022-03-01,wheat,south,3.4341028795499082,4441.478638003725
2022-03-01,wheat,east,4.026117046740198,1482.8427326522888
2022-03-01,wheat,west,3.04470385014003,4098.406138074451
2022-03-01,wheat,central,3.758837174243624,5322.15566952017
2022-03-01,rice,north,4.4030435233891545,4003.889240466825
2022-03-01,rice,south,5.492885511224084,1203.2653131870968
2022-03-01,rice,east,5.620905337616847,5011.637597727061
2022-03-01,rice,west,4.32767836783026,4244.347845920174
2022-03-01,rice,central,4.429433123350686,3086.519954424975
2022-03-01,corn,north,6.998613832536233,5916.869459231193
2022-03-01,corn,south,6.195148573309007,9039.084554245781
2022-03-01,corn,east,6.4153744573418745,7695.101477248897
2022-03-01,corn,west,6.46100227805884,4668.919023296333
2022-03-01,corn,central,5.207480045191341,2711.6403064266
2022-03-01,soybeans,north,3.276367779701931,2954.9390788555693
2022-03-01,soybeans,south,3.0546144921067473,2859.0060406140633
2022-03-01,soybeans,east,3.1191187643772245,3583.4300232293194
2022-03-01,soybeans,west,3.754550169086898,3151.588132981114
2022-03-01,soybeans,central,2.868659487524861,3308.854920442883
2022-03-01,potatoes,north,25.340806728624006,40052.31608440867
2022-03-01,potatoes,south,22.78130464833401,28354.757818333197
2022-03-01,potatoes,east,22.77943631624539,22450.807589160002
2022-03-01,potatoes,west,25.287296784391962,23897.88268907421
2022-03-01,potatoes,central,24.23196794053731,21639.10035472803
2022-03-02,wheat,north,3.72135662423538,5039.432388354508
2022-03-02,wheat,south,3.861320687177473,3134.6431713185666
2022-03-02,wheat,east,3.4038375641407073,3450.0167908346107
2022-03-02,wheat,west,3.304937473728574,3355.699233079497
2022-03-02,wheat,central,3.1384494116643746,2666.002120250824
2022-03-02,rice,north,4.306520263032818,2533.3550553496225
2022-03-02,rice,south,6.078259709901702,6667.196583701133
2022-03-02,rice,east,5.278213333031376,5181.61573974689
2022-03-02,rice,west,4.059775493726116,4669.034693362706
2022-03-02,rice,central,4.073207936411055,3421.1684354932395
2022-03-02,corn,north,6.765208079658012,9242.941114022598
2022-03-02,corn,south,6.807417744643023,5016.848125765241
2022-03-02,corn,east,6.80846270443209,10305.371431098434
2022-03-02,corn,west,6.289648371185761,2992.042632945933
2022-03-02,corn,central,6.373231276743545,7204.4983288312815
2022-03-02,soybeans,north,3.393509411314988,3877.52295998959
2022-03-02,soybeans,south,3.313998072722321,2523.0556957533095
2022-03-02,soybeans,east,2.5565632664412217,2882.0602520519624
2022-03-02,soybeans,west,3.2102685576955294,4442.548124050163
2022-03-02,soybeans,central,3.0060225134317067,1006.8803116423477
2022-03-02,potatoes,north,23.881043560236762,27482.864754448055
2022-03-02,potatoes,south,30.476176181054036,7680.567944815865
2022-03-02,potatoes,east,24.332298472251917,17283.245205209354
2022-03-02,potatoes,west,22.73397671910694,33845.20578246999
2022-03-02,potatoes,central,25.633277451148675,21159.383367739087
2022-03-03,wheat,north,3.6957083282441183,2394.2129399965734
2022-03-03,wheat,south,3.6736408069959117,3455.4951714632443
2022-03-03,wheat,east,3.739482325102815,6059.352085562021
2022-03-03,wheat,west,4.2505766595175265,1914.8649172295627
2022-03-03,wheat,central,3.1268363444920393,2140.654132180455
2022-03-03,rice,north,4.923354227429527,7135.070209730326
2022-03-03,rice,south,4.26524814831854,6642.316592588937
2022-03-03,rice,east,4.961843936175006,4807.8810582582355
2022-03-03,rice,west,4.268865167917871,2682.060491008724
2022-03-03,rice,central,4.5045211882702265,7336.752626629574
2022-03-03,corn,north,6.272750073931021,9273.21166314808
2022-03-03,corn,south,7.094198146021918,8539.173484570916
2022-03-03,corn,east,7.057122149017218,5337.155365837254
2022-03-03,corn,west,5.6583138317449775,5575.086812517417
2022-03-03,corn,central,6.49898743324555,6186.333987794173
2022-03-03,soybeans,north,3.0570121494519213,3360.4370868134733
2022-03-03,soybeans,south,2.8763883952116283,4128.481504634536
2022-03-03,soybeans,east,3.219089908438824,4068.3666651691874
2022-03-03,soybeans,west,3.188993113240206,2158.2696462779627
2022-03-03,soybeans,central,4.0890102581606245,5777.562689496096
2022-03-03,potatoes,north,24.521176839176018,26824.68741296368
2022-03-03,potatoes,south,20.265674322359622,24442.829819432503
2022-03-03,potatoes,east,22.176146466021315,31932.81393415143
2022-03-03,potatoes,west,25.90418187393157,17265.80878867079
2022-03-03,potatoes,central,28.412152246886905,28106.78770792465
2022-03-04,wheat,north,2.970518533234914,2496.9098549195355
2022-03-04,wheat,south,2.8667443862212036,1518.3487244060768
2022-03-04,wheat,east,4.1909736300044536,4626.88934202495
2022-03-04,wheat,west,3.6679914733149044,6431.70187810286
2022-03-04,wheat,central,3.2238949228007963,1444.2297333795452
2022-03-04,rice,north,4.95891749879659,4910.8944326950705
2022-03-04,rice,south,3.4665405971102197,4132.681023698871
2022-03-04,rice,east,4.708842944650527,4882.709721103221
2022-03-04,rice,west,4.861567760930493,4696.5738530402805
2022-03-04,rice,central,5.142331439831921,3138.0310939644532
2022-03-04,corn,north,5.816232715489463,6222.415276495708
2022-03-04,corn,south,6.527935055605305,5045.903227290839
2022-03-04,corn,east,5.873495553676842,2014.74693454926
2022-03-04,corn,west,6.637770739464061,9016.599525539294
2022-03-04,corn,central,5.8929636583257095,7587.283500420863
2022-03-04,soybeans,north,3.16060540381322,3209.589392593758
2022-03-04,soybeans,south,2.9669488849866332,3170.8447522118036
2022-03-04,soybeans,east,3.5096322634517114,4640.770611041869
2022-03-04,soybeans,west,3.577944127734352,3818.7465550104757
2022-03-04,soybeans,central,3.217768502288638,4090.444266256724
2022-03-04,potatoes,north,23.62626801728933,21517.749754823726
2022-03-04,potatoes,south,20.126826168562204,28048.64676123966
2022-03-04,potatoes,east,22.83094298856327,25028.095174657465
2022-03-04,potatoes,west,23.418107097379664,24781.405856724774
2022-03-04,potatoes,central,29.704639430658865,18386.62742212858
2022-03-05,wheat,north,3.1420874694513605,3412.579587677493
2022-03-05,wheat,south,4.052803106594129,3041.2782643437968
2022-03-05,wheat,east,3.8875972057746337,3143.1813625307173
2022-03-05,wheat,west,3.63439907549933,2745.3789465782916
2022-03-05,wheat,central,4.156894353178491,2827.2265629064286
2022-03-05,rice,north,4.8889801574488505,8005.369725988255
2022-03-05,rice,south,4.89701857490193,6852.896209716846
2022-03-05,rice,east,4.688546205432348,7389.66573499657
2022-03-05,rice,west,5.290324679673151,3349.471168891897
2022-03-05,rice,central,5.230415178974081,5342.2211875019075
2022-03-05,corn,north,6.075666801354083,3717.9904006288175
2022-03-05,corn,south,5.62615169629155,4451.926222258468
2022-03-05,corn,east,6.349624086890459,4600.695724272671
2022-03-05,corn,west,5.96266012833879,8180.025567619456
2022-03-05,corn,central,6.440008064151204,5674.4913674817935
2022-03-05,soybeans,north,3.707803448806919,4896.205622238332
2022-03-05,soybeans,south,3.1486224360146657,3719.2670121217297
2022-03-05,soybeans,east,3.2853799384400597,5555.87850091351
2022-03-05,soybeans,west,3.3186542108023986,1845.7250705714202
2022-03-05,soybeans,central,3.579450134193317,4931.658910933979
2022-03-05,potatoes,north,18.27247336847971,24556.966450359905
2022-03-05,potatoes,south,22.13805865797874,15673.443314175434
2022-03-05,potatoes,east,24.065877215326896,31337.141379834567
2022-03-05,potatoes,west,26.396262516056478,29058.153722303607
2022-03-05,potatoes,central,22.408613367844453,20879.385099946696
2022-03-06,wheat,north,2.8755204254057007,2164.7474288043277
2022-03-06,wheat,south,3.759142648405265,2948.17214606108
2022-03-06,wheat,east,3.314874308039446,5353.335143828223
2022-03-06,wheat,west,3.118662872997413,3119.301717636917
2022-03-06,wheat,central,3.3187740817227143,4097.487915008821
2022-03-06,rice,north,4.632614176020989,3533.4346698251866
2022-03-06,rice,south,4.434283072428425,3396.85645690421
2022-03-06,rice,east,3.678742648080287,4872.84574678912
2022-03-06,rice,west,5.143093449903945,3060.7944777708844
2022-03-06,rice,central,5.3214080675999655,4658.551499307058
2022-03-06,corn,north,6.912405274377491,6982.968651108223
2022-03-06,corn,south,5.751282151485549,5943.44272862371
2022-03-06,corn,east,6.358834132515929,6017.186784416387
2022-03-06,corn,west,6.4853618878272385,7255.472244657524
2022-03-06,corn,central,6.878187201793209,8307.864679499658
2022-03-06,soybeans,north,3.5245991690113168,4301.390033686457
2022-03-06,soybeans,south,3.061237440215302,2155.903581875064
2022-03-06,soybeans,east,3.3308829238895945,3046.9367148614324
2022-03-06,soybeans,west,3.4548692801099445,4693.194132664406
2022-03-06,soybeans,central,3.7847668885033454,4800.576204230016
2022-03-06,potatoes,north,25.261054890697704,14857.091502374815
2022-03-06,potatoes,south,25.460580754907433,28145.245470900645
2022-03-06,potatoes,east,23.796341943341343,9673.984600818938
2022-03-06,potatoes,west,26.926998803979338,27306.143619472674
2022-03-06,potatoes,central,24.56550317472004,38551.38367714572
2022-03-07,wheat,north,3.2390207969156237,2317.947529571891
2022-03-07,wheat,south,4.0415918355616975,3029.9938728977727
2022-03-07,wheat,east,3.7915597439348736,4660.619112828575
2022-03-07,wheat,west,3.387184258532448,1819.4583566250117
2022-03-07,wheat,central,3.3742659927874388,2733.740859055553
2022-03-07,rice,north,4.8657611175769855,5736.4031464275895
2022-03-07,rice,south,4.944494168924171,4003.627366324758
2022-03-07,rice,east,4.818843701301522,4477.712955331184
2022-03-07,rice,west,4.8727234209679,5960.58676302841
2022-03-07,rice,central,5.52894478566598,6228.156291812197
2022-03-07,corn,north,7.19397341622211,7769.818751194552
2022-03-07,corn,south,6.621584771872472,5947.92669580732
2022-03-07,corn,east,7.109352000383287,7898.620419413712
2022-03-07,corn,west,5.826810568462431,5610.520502041598
2022-03-07,corn,central,6.756276857940496,7684.19529227357
2022-03-07,soybeans,north,3.9064332007395164,3324.063672310038
2022-03-07,soybeans,south,3.235799728678647,3058.5727373499094
2022-03-07,soybeans,east,3.027536556994503,2128.396534944662
2022-03-07,soybeans,west,3.092221443132194,3059.7460584319665
2022-03-07,soybeans,central,2.947485000631292,2230.361136317779
2022-03-07,potatoes,north,21.773815478781863,14496.702926596105
2022-03-07,potatoes,south,22.752616668759927,24518.182052036453
2022-03-07,potatoes,east,20.306973732367318,21603.004044418685
2022-03-07,potatoes,west,23.664958336959852,29222.96063315729
2022-03-07,potatoes,central,25.759960742624244,22428.227418405422
2022-03-08,wheat,north,3.2263616190238937,3621.319432094157
2022-03-08,wheat,south,4.08759116739979,4763.021754835112
2022-03-08,wheat,east,3.729730180125481,4227.39606844513
2022-03-08,wheat,west,3.9141759220423804,2944.649792491452
2022-03-08,wheat,central,3.31504572811926,3463.5897602712967
2022-03-08,rice,north,5.135604115508675,5696.628236420935
2022-03-08,rice,south,4.214675443222163,4223.751915681229
2022-03-08,rice,east,5.152505403437007,1927.329180764725
2022-03-08,rice,west,4.812604778463804,5044.316717832393
2022-03-08,rice,central,4.993062272517042,8307.253850393226
2022-03-08,corn,north,5.740752921416447,5120.68397623406
2022-03-08,corn,south,5.92324945038911,4629.474769475381
2022-03-08,corn,east,6.894070040303571,7666.237376332622
2022-03-08,corn,west,5.888589124828441,6440.429204724488
2022-03-08,corn,central,6.806881529608635,9242.523619764941
2022-03-08,soybeans,north,2.8591277073497876,1780.2059983241625
2022-03-08,soybeans,south,3.5928194809831706,4381.134646820517
2022-03-08,soybeans,east,2.9037108379938363,3418.035319467797
2022-03-08,soybeans,west,3.494828534464782,3345.79520245223
2022-03-08,soybeans,central,3.519115112621005,3876.6790103063936
2022-03-08,potatoes,north,22.00819286764008,28805.142508855584
2022-03-08,potatoes,south,25.033383796846614,31584.4855068899
2022-03-08,potatoes,east,24.27262750429626,15949.402906641486
2022-03-08,potatoes,west,22.38180007157525,27888.785040483323
2022-03-08,potatoes,central,21.270623358857126,20857.833272880158
2022-03-09,wheat,north,2.85534375049428,2917.767930596733
2022-03-09,wheat,south,3.676798846078596,3757.538029694033
2022-03-09,wheat,east,2.996673635819532,2861.6048747699897
2022-03-09,wheat,west,3.5864545886705193,4868.6560350763275
2022-03-09,wheat,central,3.4589906132365904,3372.1167220532675
2022-03-09,rice,north,5.058471820063686,3359.5140575573882
2022-03-09,rice,south,4.593704811768226,4051.3768138854457
2022-03-09,rice,east,4.580724959472273,4826.2903642981455
2022-03-09,rice,west,5.0834478642862635,6958.042645281446
2022-03-09,rice,central,4.895486547767386,5781.219122926493
2022-03-09,corn,north,6.7189829544294755,5004.563342416783
2022-03-09,corn,south,6.818705608294648,11902.439135055347
2022-03-09,corn,east,5.51293978679829,5950.846890734008
2022-03-09,corn,west,7.005970061446206,9686.574859566272
2022-03-09,corn,central,6.911973532325765,6597.379687518484
2022-03-09,soybeans,north,2.978637830792903,3455.243037897737
2022-03-09,soybeans,south,3.234813086436351,4049.470197656537
2022-03-09,soybeans,east,3.3027106311206067,4509.714018706311
2022-03-09,soybeans,west,3.271148231592274,4308.790770276184
2022-03-09,soybeans,central,3.4264433365868534,4323.003416314183
2022-03-09,potatoes,north,27.073917797832053,24514.728119970983
2022-03-09,potatoes,south,26.245929044689735,21744.12723006144
2022-03-09,potatoes,east,20.57604028386732,22629.163943211573
2022-03-09,potatoes,west,25.15718857148745,32199.652234657307
2022-03-09,potatoes,central,26.831315562170186,25038.548740740738
2022-03-10,wheat,north,3.6940944279444494,4874.548174948895
2022-03-10,wheat,south,3.9445349269230445,5663.5041733241
2022-03-10,wheat,east,4.272194026879064,3097.783799728125
2022-03-10,wheat,west,3.920609870533142,2936.2379988859702
2022-03-10,wheat,central,3.6451922357119737,3491.6840132691705
2022-03-10,rice,north,5.237617786316601,5720.965060977815
2022-03-10,rice,south,4.81073964047338,4053.6730423092104
2022-03-10,rice,east,4.753368249698235,6681.623433963428
2022-03-10,rice,west,4.575391544431655,5157.4731241712125
2022-03-10,rice,central,5.483409175114708,5548.300466991046
2022-03-10,corn,north,5.98665614837231,3407.767174500147
2022-03-10,corn,south,7.51944494382322,4551.183567471688
2022-03-10,corn,east,6.846222049192768,7423.377566784698
2022-03-10,corn,west,5.607906827222006,2020.0875557367576
2022-03-10,corn,central,6.760014067943073,8813.64700841888
2022-03-10,soybeans,north,2.6223356418036796,2497.9159029079374
2022-03-10,soybeans,south,3.5270559340223695,6958.627024920968
2022-03-10,soybeans,east,3.6132691476462466,6115.005922757025
2022-03-10,soybeans,west,3.1227953241602897,2952.806832654475
2022-03-10,soybeans,central,3.360434053394815,3253.2325080621667
2022-03-10,potatoes,north,28.343506592249177,36808.98795382056
2022-03-10,potatoes,south,22.511032865978613,34013.085245468465
2022-03-10,potatoes,east,21.199479189782277,10781.870315170221
2022-03-10,potatoes,west,27.223215365969118,12633.950160618935
2022-03-10,potatoes,central,28.363493686128738,23070.569602160536
2022-03-11,wheat,north,3.561618108205531,4184.26472677472
2022-03-11,wheat,south,3.920413758198815,4504.798776292303
2022-03-11,wheat,east,4.037908321042543,5333.800038950465
2022-03-11,wheat,west,3.295955502442738,2109.710601477961
2022-03-11,wheat,central,3.3875187872975028,1033.7245323302382
2022-03-11,rice,north,5.331374503871688,6703.6930053098395
2022-03-11,rice,south,5.546957819706241,4168.766881933419
2022-03-11,rice,east,5.014273255337897,1977.8983409494804
2022-03-11,rice,west,4.329415769837278,4517.828150653743
2022-03-11,rice,central,5.690341559102213,7044.373733804285
2022-03-11,corn,north,6.180644514810819,5954.326991569146
2022-03-11,corn,south,6.308469117008188,5441.972395656906
2022-03-11,corn,east,6.750672420289423,6427.931752674483
2022-03-11,corn,west,7.541655797745264,6703.213506163968
2022-03-11,corn,central,7.084629940345677,4219.505461271328
2022-03-11,soybeans,north,3.4608065317969356,2718.7950652736727
2022-03-11,soybeans,south,3.47689725689212,4020.6282584367755
2022-03-11,soybeans,east,3.337408549945441,3659.480364242614
2022-03-11,soybeans,west,3.5084157538279532,3685.3028550797317
2022-03-11,soybeans,central,2.482388973493104,1741.2852879907348
2022-03-11,potatoes,north,23.03134076210172,21777.262409138057
2022-03-11,potatoes,south,24.30813494790801,8432.017666116051
2022-03-11,potatoes,east,21.003376827179324,22127.960615112122
2022-03-11,potatoes,west,24.652300789528752,35219.68978906575
2022-03-11,potatoes,central,23.250029337967568,12967.944742561676
2022-03-12,wheat,north,4.18955001243768,3453.1180251268847
2022-03-12,wheat,south,4.124524279409911,4531.746949202406
2022-03-12,wheat,east,3.3979045528721623,4675.016460338213
2022-03-12,wheat,west,3.510156377076206,3038.1548284956543
2022-03-12,wheat,central,3.537559361032194,2802.896371290537
2022-03-12,rice,north,4.537261464306029,1857.2057342265814
2022-03-12,rice,south,4.844558472979876,4994.892092710509
2022-03-12,rice,east,4.391557939112663,7081.926513022166
2022-03-12,rice,west,4.214629458639063,4565.318401958806
2022-03-12,rice,central,5.047790049204111,5014.052166375119
2022-03-12,corn,north,6.945166326330377,7616.24089204404
2022-03-12,corn,south,6.008314481609485,5988.321207223148
2022-03-12,corn,east,7.11885272547299,5382.533851529169
2022-03-12,corn,west,6.121178775665259,7633.011839548614
2022-03-12,corn,central,6.699255821746308,7152.986081156129
2022-03-12,soybeans,north,3.5991920122105596,3618.2100549111615
2022-03-12,soybeans,south,3.315138779867076,2345.0966573885717
2022-03-12,soybeans,east,3.4775807439068913,4837.496968994756
2022-03-12,soybeans,west,3.1545383985176647,3783.5874986436856
2022-03-12,soybeans,central,3.2609683318049836,2720.0511296100244
2022-03-12,potatoes,north,23.270314076727956,30264.147775243167
2022-03-12,potatoes,south,21.98559706599747,18703.77947663916
2022-03-12,potatoes,east,23.339418998299227,17863.96684734469
2022-03-12,potatoes,west,20.079996318189384,15503.545577613035
2022-03-12,potatoes,central,22.592471207630425,10588.626619915713
2022-03-13,wheat,north,3.4657325502015714,3956.004483186043
2022-03-13,wheat,south,3.475969347798175,1566.468307253658
2022-03-13,wheat,east,3.4812070519517544,2198.266853453053
2022-03-13,wheat,west,3.5453243322426427,1337.7345305534866
2022-03-13,wheat,central,3.7383917779311906,3641.8631083736295
2022-03-13,rice,north,5.172439154478168,4939.182124149344
2022-03-13,rice,south,4.447417767107727,4011.531404216172
2022-03-13,rice,east,4.184177377209638,2875.4783760024375
2022-03-13,rice,west,4.2608310705040155,2762.424070943102
2022-03-13,rice,central,4.524740155685673,5155.086046289511
2022-03-13,corn,north,6.309993993424328,5267.800178779713
2022-03-13,corn,south,6.036566584923018,6609.482006717245
2022-03-13,corn,east,5.692475504938544,4180.698566476194
2022-03-13,corn,west,6.241845888323167,6580.895609271425
2022-03-13,corn,central,6.658811866454458,9262.296844505363
2022-03-13,soybeans,north,3.527651059338339,4147.987581349391
2022-03-13,soybeans,south,3.143938077472751,2754.9570254427354
2022-03-13,soybeans,east,3.192024948835528,3438.320607892807
2022-03-13,soybeans,west,3.020986626389424,2802.872744281389
2022-03-13,soybeans,central,3.3190661983621768,3326.912654759314
2022-03-13,potatoes,north,21.764619860734708,19638.579628994892
2022-03-13,potatoes,south,25.14542021208493,23905.736869796634
2022-03-13,potatoes,east,19.535169004560313,20778.15285367468
2022-03-13,potatoes,west,22.92710039717058,16094.650006455122
2022-03-13,potatoes,central,24.498490632959054,17032.241254788427
2022-03-14,wheat,north,3.6362744855539524,2121.5379273732447
2022-03-14,wheat,south,4.532217641855093,2356.384562380298
2022-03-14,wheat,east,3.695534692713395,2345.981566731292
2022-03-14,wheat,west,3.212122770701927,3365.786715455553
2022-03-14,wheat,central,3.5365471219943334,2589.3315864547453
2022-03-14,rice,north,3.915201827650451,4518.47311437004
2022-03-14,rice,south,4.722472919974983,4771.653341505419
2022-03-14,rice,east,4.364240118919842,1786.9326001551115
2022-03-14,rice,west,5.196648354182164,6217.751691714708
2022-03-14,rice,central,4.499217594468252,5593.605454013427
2022-03-14,corn,north,6.4697253058764765,4540.719756492936
2022-03-14,corn,south,6.130115698231731,6902.862530241171
2022-03-14,corn,east,7.684442461439364,5709.929034330798
2022-03-14,corn,west,6.335871443696614,6521.5195289770745
2022-03-14,corn,central,7.7457837267834115,4807.424371842814
2022-03-14,soybeans,north,3.6039151854808833,1665.254113438948
2022-03-14,soybeans,south,3.4932448041091924,3092.0625565474365
2022-03-14,soybeans,east,3.455475349875891,3327.212652700246
2022-03-14,soybeans,west,3.463828207873644,3050.5799657414
2022-03-14,soybeans,central,2.690177095107788,1734.6015288163828
2022-03-14,potatoes,north,23.14036572916167,20364.22256342269
2022-03-14,potatoes,south,25.816059205866715,27901.697988802753
2022-03-14,potatoes,east,23.68783010424379,23368.804563121586
2022-03-14,potatoes,west,20.459280387399733,21579.43231420535
2022-03-14,potatoes,central,23.67948132634385,18919.087213647297
2022-03-15,wheat,north,4.1827440534016445,5653.042895414602
2022-03-15,wheat,south,4.019347687618553,2601.112813462536
2022-03-15,wheat,east,3.5515822695566865,4071.0654214985807
2022-03-15,wheat,west,3.913764215140088,5301.457134885939
2022-03-15,wheat,central,3.4427607832207467,3939.456239835561
2022-03-15,rice,north,3.953095118433707,3712.915858421345
2022-03-15,rice,south,4.3244809401137685,3639.097787410034
2022-03-15,rice,east,5.509702462319754,7222.262866964347
2022-03-15,rice,west,4.6344304903745694,2656.026976173218
2022-03-15,rice,central,4.6490156905384845,3295.9788180553833
2022-03-15,corn,north,6.355408571481653,5597.415962342099
2022-03-15,corn,south,7.799421622885392,10695.316666280722
2022-03-15,corn,east,7.61716355226268,8484.989210936581
2022-03-15,corn,west,8.005571680143023,5680.643767319365
2022-03-15,corn,central,6.44765414092048,5847.427112445129
2022-03-15,soybeans,north,3.4340967999177243,2801.20325694078
2022-03-15,soybeans,south,2.829616669239797,2227.087440019719
2022-03-15,soybeans,east,3.8281217257560063,4952.31424162408
2022-03-15,soybeans,west,2.9459796258410065,1733.6414326317044
2022-03-15,soybeans,central,3.4077968079879435,5052.516287465057
2022-03-15,potatoes,north,21.210622694209995,26480.802933004532
2022-03-15,potatoes,south,22.42196766570935,29759.74719752069
2022-03-15,potatoes,east,21.830166646041533,18798.35263767697
2022-03-15,potatoes,west,22.37668018722325,21370.127531860595
2022-03-15,potatoes,central,22.5404827382467,12849.302617272337
2022-03-16,wheat,north,3.3805797837436415,2848.4808457575477
2022-03-16,wheat,south,3.874734566408845,4448.569017020308
2022-03-16,wheat,east,3.181504040154341,4418.533000360037
2022-03-16,wheat,west,3.6555584344723844,2441.3755024886445
2022-03-16,wheat,central,4.012302625024292,3572.3464958959084
2022-03-16,rice,north,4.524165416419778,4318.814606507602
2022-03-16,rice,south,4.426535212534633,2572.982196700436
2022-03-16,rice,east,4.658968850371601,5485.492159484577
2022-03-16,rice,west,5.33150343320536,4173.516351417397
2022-03-16,rice,central,4.861471889510077,4576.506479591496
2022-03-16,corn,north,6.208912653407083,5367.078401218171
2022-03-16,corn,south,6.874532429142446,5246.632482600224
2022-03-16,corn,east,5.834443040118492,5822.111970167064
2022-03-16,corn,west,7.004026734094402,6550.986158369225
2022-03-16,corn,central,6.825176493362907,6063.777790262889
2022-03-16,soybeans,north,3.2354790492465733,2528.4023547084935
2022-03-16,soybeans,south,3.0582932273189454,3351.4532683039943
2022-03-16,soybeans,east,3.0422379559100325,4551.447121536683
2022-03-16,soybeans,west,3.516767149915368,3664.3523974577292
